大型ごみ,植木台,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,う
燃やさないごみ,植木ばさみ,新聞紙などに包んで危険と表示し、指定袋に入れてください。,う
燃やすごみ,植木鉢（プラスチック製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,う
燃やさないごみ,植木鉢（陶器製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。割れたものは新聞紙などに包んで危険と表示し、指定袋に入れてください。,う
燃やすごみ,ウエットティッシュ,リサイクルに支障があるため、雑がみには出せません。,う
大型ごみ,ウォシュレット（温水洗浄便座）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。機械がついているものは大型ごみで出してください。便座のみの場合はプラスチック製であれば燃やすごみ、陶器製であれば燃やさないごみへ。,う
燃やすごみ,浮き輪,{},う
大型ごみ,臼（うす）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,う
大型ごみ,ウッドパネル,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。30cm四方程度で木製であれば、数回に分けて燃やすごみへ。,う
大型ごみ,乳母車,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。Ｂ型で3面折りにできるものは燃やさないごみへ。,う
家電リサイクル法,エアコン（室外機を含む）,以前購入した販売店または買い替えをする販売店に相談してください。,え
大型ごみ,エアホッケー台,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。家庭用に限ります。,え
燃やさないごみ,映写機,{},え
ビン・カン,栄養ドリンクのビン,金属製のキャップは燃やさないごみへ。ビンとカンは分けて出してください。,え
家電リサイクル法,液晶テレビ,以前購入した販売店または買い替えをする販売店に相談してください。,え
プラスチック製容器包装類,液体洗剤の容器（プラスチック製）,{},え
燃やすごみ,枝（木の枝、太さ10cm未満）,長さ50cm以下に切り、直径30cm程度の束で縛り、1回に2、3束ずつ出してください。指定袋に入れる必要はありません。,え
燃やすごみ,MD・MＯ（ケースを含む）ディスク,ケースも燃やすごみへ（プラスチック製容器包装類ではありません）。,え
燃やさないごみ,LDプレイヤー,{},え
大型ごみ,エレクトーン,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。二人で部屋から外へ持ち出せるものに限ります。,え
大型ごみ,縁台,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,え
燃やさないごみ,延長コード,{},え
燃やさないごみ,ACアダプター,{},え
大型ごみ,AVキャビネット,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,え
市で収集や処理ができないもの,オイル(自動車用など),ガソリンスタンドに相談してください。,お
燃やさないごみ,オイルの缶,中身を残さないでください。,お
大型ごみ,オイルヒーター,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,お
雑がみ,お菓子の箱（紙製）,紙袋に入れるか、雑誌の間にはさむか、雑がみだけをひもで十文字に束ねて出してください。,お
ビン・カン,お菓子の箱（缶）,ビンとカンは分けて出してください。,お
プラスチック製容器包装類,お菓子の袋（プラ製）,中身を残さないでください。,お
プラスチック製容器包装類,お菓子の箱の中仕切り（プラスチック製）,{},お
雑がみ,お菓子の箱の中仕切り（紙製）,紙袋に入れるか、雑誌の間にはさむか、雑がみだけでひもで十文字に束ねて出してください。,お
大型ごみ,置物,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさ、重さを確認してください。,お
燃やすごみ,桶（プラスチック製、木製）,入れ口が直径40cm以上のものは大型ごみとなります。,お
燃やさないごみ,桶（金属製）,入れ口が直径40cm以上のものは大型ごみとなります。,お
プラスチック製容器包装類,お米の袋（プラスチック製）,{},お
燃やすごみ,お米の袋（紙製）,{},お
大型ごみ,押入れタンス,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,お
燃やすごみ,落ち葉（枯れ葉）,一回に3袋までです。指定袋に必ず入れてください。,お
燃やすごみ,おまる,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,お
燃やすごみ,おもちゃ（プラスチック製、木製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,お
燃やさないごみ,おもちゃ（金属製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,お
大型ごみ,オルガン,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。二人で部屋から外へ持ち出せるものに限ります。,お
市で収集や処理ができないもの,温水器,専門業者に相談してください。,お
オートバイ（原付含む）,オートバイ,廃棄二輪車取扱店、指定引取場所に相談してください。二輪車リサイクルコールセンター（050-3000-0727）,お
布類,オーバー,革製品は燃やすごみへ。,お
大型ごみ,オーブントースター,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。食パン2枚用は燃やさないごみへ。,お
大型ごみ,オーブンレンジ（レンジ）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,お
大型ごみ,オ－ル（ボート用）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,お
燃やすごみ,貝殻,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やさないごみ,懐中電灯,電池は外して、有害ごみで出してください。,か
燃やさないごみ,使い捨てカイロ,{},か
市で収集や処理ができないもの,カウンター,専門業者に相談してください。,か
燃やさないごみ,鏡（60ｃｍ以下）,新聞紙などに包んで危険と表示し、指定袋に入れてください。,か
大型ごみ,鏡 （60cm超）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やさないごみ,拡声器,{},か
大型ごみ,家具調こたつ （板付き）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やすごみ,カゴ（プラスチック製、木製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,か
燃やさないごみ,カゴ（金属製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,か
燃やさないごみ,傘,指定袋に入れてください。入りきらない場合は、指定袋の口をしばれば、はみ出ていてもかまいません。,か
燃やすごみ,傘立て（プラスチック製、木製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,か
燃やさないごみ,傘立て（陶器製、金属製）,大きさ、素材により大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。大理石製は大型ごみとなります。,か
燃やさないごみ,加湿器,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,か
プラスチック製容器包装類,（菓子箱などの）中仕切り（プラスチック製）,{},か
雑がみ,（菓子箱などの）中仕切り（紙製）,紙袋に入れるか、雑誌の間にはさむか、雑がみだけでひもで十文字に束ねて出してください。,か
燃やさないごみ,カセット式ボンベ,中身を残さないでください。,か
燃やすごみ,カセットテープ（ケースを含む）,ケースも燃やすごみへ（プラスチック製容器包装類ではありません）。,か
燃やさないごみ,カセットデッキ,{},か
雑がみ,カタログ,紙袋に入れるか、雑誌の間にはさむか、雑がみだけでひもで十文字に束ねて出してください。,か
プラスチック製容器包装類,カップめんのつゆの袋（プラスチック製）、包装フィルム,中身を残さないでください。,か
プラスチック製容器包装類,カップめんの容器、ふた（プラスチック製）,{},か
燃やすごみ,カップめんの容器、ふた（紙製、複合素材）,リサイクルに支障があるため、雑がみには出せません。,か
大型ごみ,金網,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさにより燃やさないごみとなります。,か
燃やすごみ,鞄（かばん）,一部金属が付いていても燃やすごみに出せます。,か
燃やさないごみ,花瓶（ガラス製、陶器製）,割れたものは新聞紙などに包んで危険と表示し、指定袋に入れてください。,か
市で収集や処理ができないもの,壁紙（壁材）,専門業者に相談してください。,か
大型ごみ,釜,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。１升未満は燃やさないごみへ。,か
燃やすごみ,紙（カバンやくつなどの詰め物としているもの）,リサイクルに支障があるため、雑がみには出せません。,か
燃やすごみ,紙おむつ,汚物は取り除きトイレに流してください。,か
燃やすごみ,紙くず,リサイクルに支障があるため、雑がみには出せません。,か
燃やすごみ,紙コップ、紙皿,リサイクルに支障があるため、雑がみには出せません。,か
燃やさないごみ,カミソリ,新聞紙などに包んで危険と表示し、指定袋に入れてください。,か
紙類,紙パック,中を軽くすすいで切り開いて束ねてください。,か
燃やすごみ,紙パック（中が銀色アルミのもの）,{},か
雑がみ,紙袋,雑誌の間にはさむか、雑がみだけでひもで十文字に束ねて出してください。ビニールコーティングされたものは燃やすごみへ。取っ手が紙でない場合は取り外してください。,か
燃やさないごみ,甕（かめ）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。割れたものは新聞紙などに包んで危険と表示し、指定袋に入れてください。,か
燃やさないごみ,カメラ,電池は外してください。デジタルカメラは使用済小型家電回収ボックスへ。,か
燃やすごみ,蚊帳（かや）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,か
大型ごみ,カラオケセット（持ち運び可能なもの）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
プラスチック製容器包装類,からしのチューブ,中身を残さないでください。,か
燃やすごみ,カラーコーン,{},か
大型ごみ,カラーボックス,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やすごみ,枯れ葉（落ち葉）,一回に3袋までです。指定袋に必ず入れてください。,か
雑がみ,カレンダー,紙袋に入れるか、雑誌の間にはさむか、雑がみだけでひもで十文字に束ねて出してください。金属部分は外して燃やさないごみへ。,か
燃やすごみ,革のジャンバー（革ジャン）,布類には出せません。,か
燃やすごみ,革製品,一部金属が付いていても燃やすごみに出せます。,か
ビン・カン,カン（食料・飲料用）,中を軽くすすいでください。ビンとカンは分けて出してください。,か
燃やさないごみ,換気扇,{},か
プラスチック製容器包装類,緩衝材（プラスチック製）,プラマークが付いていなくても、プラスチック製容器包装類に出せます。,か
大型ごみ,乾燥機の台,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やすごみ,乾燥剤,{},か
有害ごみ,乾電池,{},か
燃やすごみ,感熱紙（レシート、ロール式のFAX用紙など）,リサイクルに支障があるため、雑がみには出せません。,か
燃やすごみ,感熱発泡紙（点字用紙）,リサイクルに支障があるため、雑がみには出せません。,か
燃やさないごみ,看板,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。商店など事業系のものは収集できません。,か
大型ごみ,カーキャリア  （スキーキャリア）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やすごみ,カーテン,40cm四方に切って出してください。,か
大型ごみ,カーテンレール,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
小型家電,カーナビゲーション,使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,か
大型ごみ,カーペット,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,か
燃やすごみ,カーボン紙（宅配便の伝票）,リサイクルに支障があるため、雑がみには出せません。,か
大型ごみ,額（木製）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。1.2m×60cm（正方形の場合は1m×1m）以下は燃やすごみへ。,が
大型ごみ,額（金属製）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。1.2m×60cm（正方形の場合は1m×1m）以下は燃やさないごみへ。,が
大型ごみ,ガスオーブン,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,が
大型ごみ,ガスコンロ,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,が
燃やさないごみ,ガスコンロ（卓上ｶｾｯﾄ式）,ボンベや電池は外してください。,が
大型ごみ,ガステーブル（レンジ）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,が
市で収集や処理ができないもの,ガスボンベ（プロパン）,プロパンガス取扱店や千葉県LPガス協会市川支部に相談してください（047-358-2011）。,が
市で収集や処理ができないもの,ガソリン,ガソリンスタンドに相談してください。,が
燃やすごみ,ガムテープ,紙類や雑がみについている場合は、リサイクルに支障があるため外してください。,が
雑がみ,画用紙,紙袋に入れるか、雑誌の間にはさむか、雑がみだけをひもで十文字に束ねて出してください。クレヨンや油性マジックで書かれたものは燃やすごみへ。,が
燃やさないごみ,ガラス,大きさにより大型ごみとなります（40cm四方以上。処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。割れたものは新聞紙などに包んで危険と表示し、指定袋に入れてください。,が
大型ごみ,ガラスケ－ス,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。長辺が1m以下のものは解体すれば燃やさないごみへ。,が
大型ごみ,ガラステーブル,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,が
大型ごみ,ガラス戸,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,が
大型ごみ,木（板、角材）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。1.2m×60cm×厚さ1.2ｃｍ以下（正方形の場合は1m×1m×厚さ1.2cm以下）の場合は燃やすごみへ。切れれば40ｃｍ四方に切ってください。,き
大型ごみ,キッチンストッカー,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
燃やすごみ,キッチンペーパー,リサイクルに支障があるため、雑がみには出せません。,き
大型ごみ,キッチンワゴン,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
大型ごみ,杵（きね）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
大型ごみ,枝（木の枝、太さ10cm程度）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。長さ2m×直径30cm程度の束にしてください。,き
燃やすごみ,木の枝（太さ10cm未満）,長さ50cm以下に切り、直径30cm程度の束で縛り、1回に2、3束ずつ出してください。指定袋に入れる必要はありません。,き
大型ごみ,木の枝（太さ10cm程度）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。長さ2m×直径30cm程度の束にしてください。,き
市で収集や処理ができないもの,木の根っこ、切株,造園業者に相談してください。,き
燃やすごみ,着物,布類には出せません。,き
大型ごみ,脚立,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
プラスチック製容器包装類,キャップ（プラスチック製のふた）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
燃やさないごみ,キャップ（金属製のふた）,{},き
大型ごみ,キャリーバック,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
大型ごみ,キャンパス（絵画用）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。1.2m×60cm以下（正方形の場合は1m×1m）は燃やすごみへ。切れれば40cm四方に切ってください。,き
紙類,教科書,ひもで束ねて十文字にしばってください。,き
大型ごみ,鏡台,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
燃やさないごみ,バット（金属製）,{},き
燃やさないごみ,キーボード(パソコン用),パソコン本体は収集できません。,き
大型ごみ,キーボード(楽器),処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,き
大型ごみ,ギター（ケースを含む）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,ぎ
紙類,牛乳パック,中を軽くすすいで切り開いて束ねてください。,ぎ
大型ごみ,空気清浄機,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさにより燃やさないごみとなります。,く
燃やさないごみ,釘（くぎ）,新聞紙などに包んで危険と表示し、指定袋に入れてください。,く
燃やすごみ,草,一回に3袋までです。指定袋に必ず入れてください。,く
大型ごみ,草刈り機,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。重さを確認してください。,く
プラスチック製容器包装類,薬の容器包装（プラスチック製）,{},く
プラスチック製容器包装類,果物用ネット,{},く
燃やさないごみ,口紅のケース（金属製）,{},く
燃やすごみ,口紅のケース（プラスチック製）,{},く
燃やすごみ,クッキングシート,リサイクルに支障があるため、雑がみには出せません。,く
燃やすごみ,クッション,座布団以上の大きさは大型ごみとなります。,く
燃やすごみ,靴（くつ）,一部金属が付いていても燃やすごみに出せます。,く
燃やすごみ,靴下,布類には出せません。,く
燃やすごみ,クリーニングの袋,{},く
大型ごみ,車椅子（くるまいす）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,く
大型ごみ,車止め,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,く
大型ごみ,鍬（くわ、農具）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,く
大型ごみ,クーラーボックス,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。長辺が60ｃｍ未満のものは燃やすごみへ。,く
燃やすごみ,グローブ（野球用など）,{},ぐ
燃やさないごみ,グローランプ,{},ぐ
有害ごみ,蛍光管、蛍光灯,紙ケース又は新聞紙に包み、透明の袋に入れてください。,け
小型家電,携帯音楽プレーヤー,電池は外して使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,け
小型家電,デジタルオーディーオプレーヤー,電池は外して使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,け
小型家電,携帯電話,販売店に返すか使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,け
小型家電,スマートフォン,販売店に返すか使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,け
小型家電,PHS,販売店に返すか使用済小型家電回収ボックスへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,け
燃やすごみ,毛糸,{},け
大型ごみ,軽量ブロック,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。重量ブロックは収集、処理できません。,け
燃やすごみ,化粧箱（プラスチック製、木製、布製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,け
燃やさないごみ,化粧箱（金属製）,大きさにより大型ごみとなります（処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください）。,け
燃やさないごみ,化粧品のビン,中身を残さないでください。ビンの日には出せません。,け
プラスチック製容器包装類,化粧品のボトル（プラスチック製）,中身を残さないでください。,け
プラスチック製容器包装類,ケチャップのチューブ,中身を残さないでください。,け
燃やさないごみ,血圧計（電池式）,電池は外してください。,け
有害ごみ,血圧計（水銀式）,水銀血圧計であることを記載してください。,け
大型ごみ,健康器具,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。ぶら下がり機、足踏み機など。,け
大型ごみ,剣道の防具,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,け
大型ごみ,下駄箱,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,げ
燃やすごみ,玄関マット,40cm四方に切って出してください。,げ
オートバイ（原付含む）,原付バイク、原動機付自転車,廃棄二輪車取扱店、指定引取場所に相談してください。二輪車リサイクルコールセンター（050-3000-0727）,げ
小型家電,ゲーム機（本体）,15cm×30cm以上のものは燃やさないごみへ。付属品も入れられます。ボックスの設置場所はMAPをご覧ください。,げ
燃やさないごみ,ゲームのソフト（カセット）,CDの場合はケースも含めて燃やすごみへ（ケースはプラスチック製容器包装類ではありません）。,げ
市で収集や処理ができないもの,耕運機,専門業者に相談してください。,こ
燃やすごみ,氷まくら,{},こ
大型ごみ,こたつ （板付き）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,こ
大型ごみ,こたつ敷き,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。40cm四方に切れれば燃やすごみへ。,こ
大型ごみ,こたつの板,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,こ
燃やさないごみ,コップ（ガラス製・金属製）,{},こ
燃やすごみ,コップ（プラスチック製）,{},こ
大型ごみ,琴,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさにより大型ごみとなります。,こ
ビン・カン,粉ミルクの缶,中を軽くすすいでください。ビンとカンは分けて出してください。,こ
大型ごみ,コピー機,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。事業用は収集、処理できません。,こ
雑がみ,コピー用紙,紙袋に入れるか、雑誌の間にはさむか、雑がみだけをひもで十文字に束ねて出してください。,こ
大型ごみ,米びつ,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,こ
大型ごみ,小物入れ（40ｃｍ以上）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,こ
燃やすごみ,小物入れ（40ｃｍ未満、プラスチック製、木製、布製）,{},こ
燃やさないごみ,小物入れ（40ｃｍ未満、金属製）,{},こ
大型ごみ,コンポスト,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,こ
燃やさないごみ,コンロ（卓上カセット式）,カセット式ボンベと電池は外してください。,こ
布類,コート（衣類）,洗濯してから出してください。汚れたものやしみのあるものは燃やすごみへ。,こ
燃やさないごみ,コードリール,{},こ
燃やさないごみ,コーヒーメーカー,{},こ
大型ごみ,ござ,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,ご
大型ごみ,碁盤 （足つき）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,ご
大型ごみ,ごみ箱（プラスチック製、木製）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさにより燃やすごみとなります。,ご
大型ごみ,ごみ箱（金属製）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。大きさにより燃やさないごみとなります。,ご
燃やすごみ,ゴム手袋,{},ご
大型ごみ,ゴムボート,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,ご
燃やさないごみ,ゴルフクラブ,一度に14本まで出せます。,ご
大型ごみ,ゴルフネット （パイプ付き）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。ネットのみの場合は切れれば燃やすごみへ。,ご
大型ごみ,ゴルフバッグ,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。ゴルフクラブ（14本まで）も一緒に出せます。,ご
燃やすごみ,ゴルフボール,{},ご
大型ごみ,サイクリングマシン,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
大型ごみ,サイドボード,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
大型ごみ,柵,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
大型ごみ,酒のケース,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
ビン・カン,酒のワンカップ,中を軽くすすいでください。ビンとカンは分けて出してください。,さ
大型ごみ,サックス(楽器),処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
大型ごみ,サマーベット（ボンボンベッド）,処理手数料は、大型ごみ専用電話（047-712-6300）でご確認ください。,さ
燃やさないごみ,皿（金属製、陶器製）,割れたものは新聞紙などに包み、危険と表示してから指定袋に入れてください。,さ
プラスチック製容器包装類,サラダ油のボトル,中身を残さないでください。汚れが落ちない場合は燃やすごみへ。,さ
燃やさないごみ,三脚（カメラ用）,{},さ
